date,conflict_phase,airline,iata_code,origin,destination,original_distance_km,price,estimated_passengers,route_revenue_usd,fuel_pct_of_cost
2021-12,Recovery & Surge,Thai Airways,TG,Bangkok,London,9544,1033.83,276,285337.08,97.48
2022-01,Recovery & Surge,Thai Airways,TG,Bangkok,London,9544,845.4,215,181761,97.04
2022-02,Recovery & Surge,Thai Airways,TG,Bangkok,London,9544,789.27,261,205999.47,96.87
2022-03,Ukraine War Shock,Thai Airways,TG,Bangkok,London,9544,1600.94,222,355408.68,98.21
2022-04,Ukraine War Shock,Thai Airways,TG,Bangkok,London,9544,1525.36,270,411847.2,98.15
2022-05,Ukraine War Shock,Thai Airways,TG,Bangkok,London,9544,1349.08,252,339968.16,97.96
2022-06,Ukraine War Shock,Thai Airways,TG,Bangkok,London,9544,1425.41,254,362054.14,98.05
2022-07,Ukraine War Shock,Thai Airways,TG,Bangkok,London,9544,1010.54,235,237476.9,97.44
2022-08,Ukraine War Shock,Thai Airways,TG,Bangkok,London,9544,1273.67,231,294217.77,97.87
2022-09,Ukraine War Shock,Thai Airways,TG,Bangkok,London,9544,1047.04,244,255477.76,97.51
2022-10,Ukraine War Shock,Thai Airways,TG,Bangkok,London,9544,1157.04,266,307772.64,97.7
2022-11,Ukraine War Shock,Thai Airways,TG,Bangkok,London,9544,1075.98,222,238867.56,97.56
2022-12,Ukraine War Shock,Thai Airways,TG,Bangkok,London,9544,1214.31,271,329078.01,97.79
2023-01,Stabilisation,Thai Airways,TG,Bangkok,London,9544,1044.94,245,256010.3,97.5
2023-02,Stabilisation,Thai Airways,TG,Bangkok,London,9544,972.88,243,236409.84,97.36
2023-03,Stabilisation,Thai Airways,TG,Bangkok,London,9544,1202.27,211,253678.97,97.77
2023-04,Stabilisation,Thai Airways,TG,Bangkok,London,9544,1108.89,219,242846.91,97.62
2023-05,Stabilisation,Thai Airways,TG,Bangkok,London,9544,1227.49,242,297052.58,97.8
2023-06,Stabilisation,Thai Airways,TG,Bangkok,London,9544,1213.62,283,343454.46,97.78
2023-07,Stabilisation,Thai Airways,TG,Bangkok,London,9544,1050.05,228,239411.4,97.51
2023-08,Stabilisation,Thai Airways,TG,Bangkok,London,9544,1163.8,210,244398,97.71
2023-09,Stabilisation,Thai Airways,TG,Bangkok,London,9544,927.14,242,224367.88,97.25
2023-10,Gaza-Israel Conflict,Thai Airways,TG,Bangkok,London,9544,952.29,211,200933.19,97.31
2023-11,Gaza-Israel Conflict,Thai Airways,TG,Bangkok,London,9544,891.39,235,209476.65,97.16
2023-12,Gaza-Israel Conflict,Thai Airways,TG,Bangkok,London,9544,1018.45,236,240354.2,97.45
2024-01,Gaza-Israel Conflict,Thai Airways,TG,Bangkok,London,9544,1069.77,210,224651.7,97.55
2024-02,Gaza-Israel Conflict,Thai Airways,TG,Bangkok,London,9544,990.63,268,265488.84,97.4
2024-03,Gaza-Israel Conflict,Thai Airways,TG,Bangkok,London,9544,1159.07,278,322221.46,97.7
2024-04,Gaza-Israel Conflict,Thai Airways,TG,Bangkok,London,9544,1106.36,284,314206.24,97.62
2024-05,Gaza-Israel Conflict,Thai Airways,TG,Bangkok,London,9544,1013.27,248,251290.96,97.44
2024-06,Gaza-Israel Conflict,Thai Airways,TG,Bangkok,London,9544,1068.99,232,248005.68,97.55
2024-07,Gaza-Israel Conflict,Thai Airways,TG,Bangkok,London,9544,1003.93,263,264033.59,97.42
2024-08,Gaza-Israel Conflict,Thai Airways,TG,Bangkok,London,9544,1240.43,265,328713.95,97.82
2024-09,Gaza-Israel Conflict,Thai Airways,TG,Bangkok,London,9544,961.73,238,228891.74,97.33
2024-10,Gaza-Israel Conflict,Thai Airways,TG,Bangkok,London,9544,1252.17,252,315546.84,97.84
2024-11,Gaza-Israel Conflict,Thai Airways,TG,Bangkok,London,9544,1203.9,271,326256.9,97.77
2024-12,Pre-Iran Escalation,Thai Airways,TG,Bangkok,London,9544,992.3,224,222275.2,97.4
2025-01,Pre-Iran Escalation,Thai Airways,TG,Bangkok,London,9544,1103.16,211,232766.76,97.61
2025-02,Pre-Iran Escalation,Thai Airways,TG,Bangkok,London,9544,1357.43,250,339357.5,97.97
2025-03,Pre-Iran Escalation,Thai Airways,TG,Bangkok,London,9544,1354.31,259,350766.29,97.97
2025-04,Pre-Iran Escalation,Thai Airways,TG,Bangkok,London,9544,1363.12,253,344869.36,97.98
2025-05,Pre-Iran Escalation,Thai Airways,TG,Bangkok,London,9544,1365.11,254,346737.94,97.98
2025-06,Pre-Iran Escalation,Thai Airways,TG,Bangkok,London,9544,1054.91,239,252123.49,97.52
2025-07,Pre-Iran Escalation,Thai Airways,TG,Bangkok,London,9544,1248.02,258,321989.16,97.83
2025-08,Pre-Iran Escalation,Thai Airways,TG,Bangkok,London,9544,1095.84,213,233413.92,97.6
2025-09,Pre-Iran Escalation,Thai Airways,TG,Bangkok,London,9544,1348.36,221,297987.56,97.96
2025-10,Pre-Iran Escalation,Thai Airways,TG,Bangkok,London,9544,1240.43,243,301424.49,97.82
2025-11,Pre-Iran Escalation,Thai Airways,TG,Bangkok,London,9544,1206.5,280,337820,97.77
2025-12,US-Iran War Conflict,Thai Airways,TG,Bangkok,London,9544,1729.56,236,408176.16,98.58
2026-01,US-Iran War Conflict,Thai Airways,TG,Bangkok,London,9544,1754.74,0,0,98.56
2026-02,US-Iran War Conflict,Thai Airways,TG,Bangkok,London,9544,2227.11,0,0,98.85
2026-03,US-Iran War Conflict,Thai Airways,TG,Bangkok,London,9544,2359.11,239,563827.29,98.89
2019-01,Pre-Pandemic Baseline,Korean Air,KE,Seoul,Dubai,6818,544.26,277,150760.02,96.84
2019-02,Pre-Pandemic Baseline,Korean Air,KE,Seoul,Dubai,6818,606.41,232,140687.12,97.11
2019-03,Pre-Pandemic Baseline,Korean Air,KE,Seoul,Dubai,6818,564.01,214,120698.14,96.93
2019-04,Pre-Pandemic Baseline,Korean Air,KE,Seoul,Dubai,6818,533.65,236,125941.4,96.79
2019-05,Pre-Pandemic Baseline,Korean Air,KE,Seoul,Dubai,6818,530.5,213,112996.5,96.77
2019-06,Pre-Pandemic Baseline,Korean Air,KE,Seoul,Dubai,6818,532.97,272,144967.84,96.78
2019-07,Pre-Pandemic Baseline,Korean Air,KE,Seoul,Dubai,6818,514.7,254,130733.8,96.69
2019-08,Pre-Pandemic Baseline,Korean Air,KE,Seoul,Dubai,6818,592.32,245,145118.4,97.05
2019-09,Pre-Pandemic Baseline,Korean Air,KE,Seoul,Dubai,6818,554.67,236,130902.12,96.89
2019-10,Pre-Pandemic Baseline,Korean Air,KE,Seoul,Dubai,6818,564.87,241,136133.67,96.93
2019-11,Pre-Pandemic Baseline,Korean Air,KE,Seoul,Dubai,6818,504.91,269,135820.79,96.64
2019-12,Pre-Pandemic Baseline,Korean Air,KE,Seoul,Dubai,6818,557.01,223,124213.23,96.9
2020-01,Pre-Pandemic Baseline,Korean Air,KE,Seoul,Dubai,6818,551.15,215,118497.25,96.87
2020-02,Pre-Pandemic Baseline,Korean Air,KE,Seoul,Dubai,6818,499.45,252,125861.4,96.61
2020-03,COVID-19 Collapse,Korean Air,KE,Seoul,Dubai,6818,156.48,274,42875.52,90.9
2020-04,COVID-19 Collapse,Korean Air,KE,Seoul,Dubai,6818,152.17,252,38346.84,90.68
2020-05,COVID-19 Collapse,Korean Air,KE,Seoul,Dubai,6818,168.44,269,45310.36,91.45
2020-06,COVID-19 Collapse,Korean Air,KE,Seoul,Dubai,6818,382.15,276,105473.4,95.75
2020-07,COVID-19 Collapse,Korean Air,KE,Seoul,Dubai,6818,347.09,215,74624.35,95.39
2020-08,COVID-19 Collapse,Korean Air,KE,Seoul,Dubai,6818,334.97,254,85082.38,95.25
2020-09,COVID-19 Collapse,Korean Air,KE,Seoul,Dubai,6818,388.25,272,105604,95.81
2020-10,COVID-19 Collapse,Korean Air,KE,Seoul,Dubai,6818,310.53,258,80116.74,94.94
2020-11,COVID-19 Collapse,Korean Air,KE,Seoul,Dubai,6818,324.23,254,82354.42,95.12
2020-12,COVID-19 Collapse,Korean Air,KE,Seoul,Dubai,6818,340.37,269,91559.53,95.32
2021-01,COVID-19 Collapse,Korean Air,KE,Seoul,Dubai,6818,642.42,263,168956.46,97.24
2021-02,COVID-19 Collapse,Korean Air,KE,Seoul,Dubai,6818,780.57,247,192800.79,97.64
2021-03,COVID-19 Collapse,Korean Air,KE,Seoul,Dubai,6818,622.7,213,132635.1,97.17
2021-04,COVID-19 Collapse,Korean Air,KE,Seoul,Dubai,6818,689.04,256,176394.24,97.39
2021-05,COVID-19 Collapse,Korean Air,KE,Seoul,Dubai,6818,725.89,225,163325.25,97.5
2021-06,Recovery & Surge,Korean Air,KE,Seoul,Dubai,6818,585.24,229,134019.96,97.02
2021-07,Recovery & Surge,Korean Air,KE,Seoul,Dubai,6818,679.93,260,176781.8,97.36
2021-08,Recovery & Surge,Korean Air,KE,Seoul,Dubai,6818,620.74,243,150839.82,97.16
2021-09,Recovery & Surge,Korean Air,KE,Seoul,Dubai,6818,574.42,263,151072.46,96.98
2021-10,Recovery & Surge,Korean Air,KE,Seoul,Dubai,6818,813.96,239,194536.44,97.72
2021-11,Recovery & Surge,Korean Air,KE,Seoul,Dubai,6818,825.89,275,227119.75,97.74
2021-12,Recovery & Surge,Korean Air,KE,Seoul,Dubai,6818,738.54,242,178726.68,97.53
2022-01,Recovery & Surge,Korean Air,KE,Seoul,Dubai,6818,603.93,247,149170.71,97.1
2022-02,Recovery & Surge,Korean Air,KE,Seoul,Dubai,6818,563.83,219,123478.77,96.93
2022-03,Ukraine War Shock,Korean Air,KE,Seoul,Dubai,6818,1143.67,247,282486.49,98.25
2022-04,Ukraine War Shock,Korean Air,KE,Seoul,Dubai,6818,1089.68,227,247357.36,98.18
2022-05,Ukraine War Shock,Korean Air,KE,Seoul,Dubai,6818,963.75,267,257321.25,98
2022-06,Ukraine War Shock,Korean Air,KE,Seoul,Dubai,6818,1018.28,263,267807.64,98.09
2022-07,Ukraine War Shock,Korean Air,KE,Seoul,Dubai,6818,721.9,211,152320.9,97.49
2022-08,Ukraine War Shock,Korean Air,KE,Seoul,Dubai,6818,909.88,247,224740.36,97.91
2022-09,Ukraine War Shock,Korean Air,KE,Seoul,Dubai,6818,747.98,213,159319.74,97.56
2022-10,Ukraine War Shock,Korean Air,KE,Seoul,Dubai,6818,826.57,252,208295.64,97.75
2022-11,Ukraine War Shock,Korean Air,KE,Seoul,Dubai,6818,768.65,277,212916.05,97.61
2022-12,Ukraine War Shock,Korean Air,KE,Seoul,Dubai,6818,867.47,275,238554.25,97.83
2023-01,Stabilisation,Korean Air,KE,Seoul,Dubai,6818,746.48,228,170197.44,97.55
2023-02,Stabilisation,Korean Air,KE,Seoul,Dubai,6818,694.99,220,152897.8,97.41
2023-03,Stabilisation,Korean Air,KE,Seoul,Dubai,6818,858.87,269,231036.03,97.81
2023-04,Stabilisation,Korean Air,KE,Seoul,Dubai,6818,792.16,250,198040,97.67
2023-05,Stabilisation,Korean Air,KE,Seoul,Dubai,6818,876.89,241,211330.49,97.85
2023-06,Stabilisation,Korean Air,KE,Seoul,Dubai,6818,866.98,270,234084.6,97.83
2023-07,Stabilisation,Korean Air,KE,Seoul,Dubai,6818,750.13,228,171029.64,97.56
2023-08,Stabilisation,Korean Air,KE,Seoul,Dubai,6818,831.38,226,187891.88,97.76
2023-09,Stabilisation,Korean Air,KE,Seoul,Dubai,6818,662.33,255,168894.15,97.31
2023-10,Gaza-Israel Conflict,Korean Air,KE,Seoul,Dubai,6818,680.29,230,156466.7,97.36
2023-11,Gaza-Israel Conflict,Korean Air,KE,Seoul,Dubai,6818,636.78,242,154100.76,97.22
2023-12,Gaza-Israel Conflict,Korean Air,KE,Seoul,Dubai,6818,727.56,244,177524.64,97.5
2024-01,Gaza-Israel Conflict,Korean Air,KE,Seoul,Dubai,6818,764.22,225,171949.5,97.6
2024-02,Gaza-Israel Conflict,Korean Air,KE,Seoul,Dubai,6818,707.68,214,151443.52,97.45
2024-03,Gaza-Israel Conflict,Korean Air,KE,Seoul,Dubai,6818,828.01,267,221078.67,97.75
2024-04,Gaza-Israel Conflict,Korean Air,KE,Seoul,Dubai,6818,790.36,268,211816.48,97.66
2024-05,Gaza-Israel Conflict,Korean Air,KE,Seoul,Dubai,6818,723.84,254,183855.36,97.49
2024-06,Gaza-Israel Conflict,Korean Air,KE,Seoul,Dubai,6818,763.66,221,168768.86,97.6
2024-07,Gaza-Israel Conflict,Korean Air,KE,Seoul,Dubai,6818,717.18,245,175709.1,97.47
2024-08,Gaza-Israel Conflict,Korean Air,KE,Seoul,Dubai,6818,886.13,223,197606.99,97.87
2024-09,Gaza-Israel Conflict,Korean Air,KE,Seoul,Dubai,6818,687.04,276,189623.04,97.39
2024-10,Gaza-Israel Conflict,Korean Air,KE,Seoul,Dubai,6818,894.53,262,234366.86,97.88
2024-11,Gaza-Israel Conflict,Korean Air,KE,Seoul,Dubai,6818,860.04,212,182328.48,97.82
2024-12,Pre-Iran Escalation,Korean Air,KE,Seoul,Dubai,6818,708.88,210,148864.8,97.45
2025-01,Pre-Iran Escalation,Korean Air,KE,Seoul,Dubai,6818,788.07,283,223023.81,97.66
2025-02,Pre-Iran Escalation,Korean Air,KE,Seoul,Dubai,6818,969.73,212,205582.76,98.01
2025-03,Pre-Iran Escalation,Korean Air,KE,Seoul,Dubai,6818,967.49,274,265092.26,98.01
2025-04,Pre-Iran Escalation,Korean Air,KE,Seoul,Dubai,6818,973.78,281,273632.18,98.02
2025-05,Pre-Iran Escalation,Korean Air,KE,Seoul,Dubai,6818,975.2,233,227221.6,98.02
2025-06,Pre-Iran Escalation,Korean Air,KE,Seoul,Dubai,6818,753.59,250,188397.5,97.57
2025-07,Pre-Iran Escalation,Korean Air,KE,Seoul,Dubai,6818,891.56,258,230022.48,97.88
2025-08,Pre-Iran Escalation,Korean Air,KE,Seoul,Dubai,6818,782.84,249,194927.16,97.65
2025-09,Pre-Iran Escalation,Korean Air,KE,Seoul,Dubai,6818,963.24,226,217692.24,98
2025-10,Pre-Iran Escalation,Korean Air,KE,Seoul,Dubai,6818,886.13,253,224190.89,97.87
2025-11,Pre-Iran Escalation,Korean Air,KE,Seoul,Dubai,6818,861.89,229,197372.81,97.82
2025-12,US-Iran War Conflict,Korean Air,KE,Seoul,Dubai,6818,1235.56,247,305183.32,98.51
2026-01,US-Iran War Conflict,Korean Air,KE,Seoul,Dubai,6818,1253.54,0,0,98.57
2026-02,US-Iran War Conflict,Korean Air,KE,Seoul,Dubai,6818,1591,212,337292,98.94
2026-03,US-Iran War Conflict,Korean Air,KE,Seoul,Dubai,6818,1685.29,224,377504.96,98.99
2019-01,Pre-Pandemic Baseline,Lufthansa,LH,Frankfurt,Dubai,4982,397.7,220,87494,96.97
2019-02,Pre-Pandemic Baseline,Lufthansa,LH,Frankfurt,Dubai,4982,443.11,215,95268.65,97.23
2019-03,Pre-Pandemic Baseline,Lufthansa,LH,Frankfurt,Dubai,4982,412.12,241,99320.92,97.06
2019-04,Pre-Pandemic Baseline,Lufthansa,LH,Frankfurt,Dubai,4982,389.94,254,99044.76,96.92
2019-05,Pre-Pandemic Baseline,Lufthansa,LH,Frankfurt,Dubai,4982,387.65,277,107379.05,96.91
2019-06,Pre-Pandemic Baseline,Lufthansa,LH,Frankfurt,Dubai,4982,389.45,268,104372.6,96.92
2019-07,Pre-Pandemic Baseline,Lufthansa,LH,Frankfurt,Dubai,4982,376.1,221,83118.1,96.83
2019-08,Pre-Pandemic Baseline,Lufthansa,LH,Frankfurt,Dubai,4982,432.82,222,96086.04,97.18
2019-09,Pre-Pandemic Baseline,Lufthansa,LH,Frankfurt,Dubai,4982,405.3,210,85113,97.02
2019-10,Pre-Pandemic Baseline,Lufthansa,LH,Frankfurt,Dubai,4982,412.76,261,107730.36,97.06
2019-11,Pre-Pandemic Baseline,Lufthansa,LH,Frankfurt,Dubai,4982,368.94,211,77846.34,96.78
2019-12,Pre-Pandemic Baseline,Lufthansa,LH,Frankfurt,Dubai,4982,407.01,220,89542.2,97.03
2020-01,Pre-Pandemic Baseline,Lufthansa,LH,Frankfurt,Dubai,4982,402.73,257,103501.61,97
2020-02,Pre-Pandemic Baseline,Lufthansa,LH,Frankfurt,Dubai,4982,364.95,221,80653.95,96.75
2020-03,COVID-19 Collapse,Lufthansa,LH,Frankfurt,Dubai,4982,114.34,221,25269.14,91.26
2020-04,COVID-19 Collapse,Lufthansa,LH,Frankfurt,Dubai,4982,111.19,227,25240.13,91.05
2020-05,COVID-19 Collapse,Lufthansa,LH,Frankfurt,Dubai,4982,123.09,238,29295.42,91.8
2020-06,COVID-19 Collapse,Lufthansa,LH,Frankfurt,Dubai,4982,279.25,210,58642.5,95.93
2020-07,COVID-19 Collapse,Lufthansa,LH,Frankfurt,Dubai,4982,253.62,265,67209.3,95.59
2020-08,COVID-19 Collapse,Lufthansa,LH,Frankfurt,Dubai,4982,244.76,268,65595.68,95.45
2020-09,COVID-19 Collapse,Lufthansa,LH,Frankfurt,Dubai,4982,283.7,237,67236.9,95.99
2020-10,COVID-19 Collapse,Lufthansa,LH,Frankfurt,Dubai,4982,226.91,269,61038.79,95.15
2020-11,COVID-19 Collapse,Lufthansa,LH,Frankfurt,Dubai,4982,236.92,231,54728.52,95.32
2020-12,COVID-19 Collapse,Lufthansa,LH,Frankfurt,Dubai,4982,248.71,283,70384.93,95.51
2021-01,COVID-19 Collapse,Lufthansa,LH,Frankfurt,Dubai,4982,469.42,239,112191.38,97.36
2021-02,COVID-19 Collapse,Lufthansa,LH,Frankfurt,Dubai,4982,570.38,260,148298.8,97.74
2021-03,COVID-19 Collapse,Lufthansa,LH,Frankfurt,Dubai,4982,455.02,234,106474.68,97.29
2021-04,COVID-19 Collapse,Lufthansa,LH,Frankfurt,Dubai,4982,503.49,243,122348.07,97.5
2021-05,COVID-19 Collapse,Lufthansa,LH,Frankfurt,Dubai,4982,530.42,258,136848.36,97.61
2021-06,Recovery & Surge,Lufthansa,LH,Frankfurt,Dubai,4982,427.64,236,100923.04,97.15
2021-07,Recovery & Surge,Lufthansa,LH,Frankfurt,Dubai,4982,496.83,259,128678.97,97.48
2021-08,Recovery & Surge,Lufthansa,LH,Frankfurt,Dubai,4982,453.58,220,99787.6,97.28
2021-09,Recovery & Surge,Lufthansa,LH,Frankfurt,Dubai,4982,419.74,246,103256.04,97.1
2021-10,Recovery & Surge,Lufthansa,LH,Frankfurt,Dubai,4982,594.77,230,136797.1,97.82
2021-11,Recovery & Surge,Lufthansa,LH,Frankfurt,Dubai,4982,603.49,279,168373.71,97.84
2021-12,Recovery & Surge,Lufthansa,LH,Frankfurt,Dubai,4982,539.67,271,146250.57,97.64
2022-01,Recovery & Surge,Lufthansa,LH,Frankfurt,Dubai,4982,441.3,246,108559.8,97.22
2022-02,Recovery & Surge,Lufthansa,LH,Frankfurt,Dubai,4982,412,244,100528,97.06
2022-03,Ukraine War Shock,Lufthansa,LH,Frankfurt,Dubai,4982,835.69,272,227307.68,98.33
2022-04,Ukraine War Shock,Lufthansa,LH,Frankfurt,Dubai,4982,796.24,261,207818.64,98.26
2022-05,Ukraine War Shock,Lufthansa,LH,Frankfurt,Dubai,4982,704.21,261,183798.81,98.09
2022-06,Ukraine War Shock,Lufthansa,LH,Frankfurt,Dubai,4982,744.08,0,0,98.17
2022-07,Ukraine War Shock,Lufthansa,LH,Frankfurt,Dubai,4982,527.51,274,144537.74,97.6
2022-08,Ukraine War Shock,Lufthansa,LH,Frankfurt,Dubai,4982,664.87,224,148930.88,98
2022-09,Ukraine War Shock,Lufthansa,LH,Frankfurt,Dubai,4982,546.56,274,149757.44,97.66
2022-10,Ukraine War Shock,Lufthansa,LH,Frankfurt,Dubai,4982,603.98,249,150391.02,97.84
2022-11,Ukraine War Shock,Lufthansa,LH,Frankfurt,Dubai,4982,561.67,256,143787.52,97.71
2022-12,Ukraine War Shock,Lufthansa,LH,Frankfurt,Dubai,4982,633.88,282,178754.16,97.92
2023-01,Stabilisation,Lufthansa,LH,Frankfurt,Dubai,4982,545.46,241,131455.86,97.66
2023-02,Stabilisation,Lufthansa,LH,Frankfurt,Dubai,4982,507.84,260,132038.4,97.52
2023-03,Stabilisation,Lufthansa,LH,Frankfurt,Dubai,4982,627.59,249,156269.91,97.91
2023-04,Stabilisation,Lufthansa,LH,Frankfurt,Dubai,4982,578.84,279,161496.36,97.77
2023-05,Stabilisation,Lufthansa,LH,Frankfurt,Dubai,4982,640.76,246,157626.96,97.94
2023-06,Stabilisation,Lufthansa,LH,Frankfurt,Dubai,4982,633.52,229,145076.08,97.92
2023-07,Stabilisation,Lufthansa,LH,Frankfurt,Dubai,4982,548.14,246,134842.44,97.67
2023-08,Stabilisation,Lufthansa,LH,Frankfurt,Dubai,4982,607.51,278,168887.78,97.85
2023-09,Stabilisation,Lufthansa,LH,Frankfurt,Dubai,4982,483.97,247,119540.59,97.42
2023-10,Gaza-Israel Conflict,Lufthansa,LH,Frankfurt,Dubai,4982,497.09,220,109359.8,97.48
2023-11,Gaza-Israel Conflict,Lufthansa,LH,Frankfurt,Dubai,4982,465.31,250,116327.5,97.34
2023-12,Gaza-Israel Conflict,Lufthansa,LH,Frankfurt,Dubai,4982,531.64,239,127061.96,97.61
2024-01,Gaza-Israel Conflict,Lufthansa,LH,Frankfurt,Dubai,4982,558.43,258,144074.94,97.7
2024-02,Gaza-Israel Conflict,Lufthansa,LH,Frankfurt,Dubai,4982,517.11,228,117901.08,97.56
2024-03,Gaza-Israel Conflict,Lufthansa,LH,Frankfurt,Dubai,4982,605.04,234,141579.36,97.85
2024-04,Gaza-Israel Conflict,Lufthansa,LH,Frankfurt,Dubai,4982,577.52,248,143224.96,97.76
2024-05,Gaza-Israel Conflict,Lufthansa,LH,Frankfurt,Dubai,4982,528.93,218,115306.74,97.6
2024-06,Gaza-Israel Conflict,Lufthansa,LH,Frankfurt,Dubai,4982,558.02,225,125554.5,97.7
2024-07,Gaza-Israel Conflict,Lufthansa,LH,Frankfurt,Dubai,4982,524.06,270,141496.2,97.58
2024-08,Gaza-Israel Conflict,Lufthansa,LH,Frankfurt,Dubai,4982,647.51,280,181302.8,97.96
2024-09,Gaza-Israel Conflict,Lufthansa,LH,Frankfurt,Dubai,4982,502.03,282,141572.46,97.5
2024-10,Gaza-Israel Conflict,Lufthansa,LH,Frankfurt,Dubai,4982,653.63,280,183016.4,97.97
2024-11,Gaza-Israel Conflict,Lufthansa,LH,Frankfurt,Dubai,4982,628.45,280,175966,97.91
2024-12,Pre-Iran Escalation,Lufthansa,LH,Frankfurt,Dubai,4982,517.99,271,140375.29,97.56
2025-01,Pre-Iran Escalation,Lufthansa,LH,Frankfurt,Dubai,4982,575.86,265,152602.9,97.76
2025-02,Pre-Iran Escalation,Lufthansa,LH,Frankfurt,Dubai,4982,708.59,227,160849.93,98.1
2025-03,Pre-Iran Escalation,Lufthansa,LH,Frankfurt,Dubai,4982,706.96,243,171791.28,98.09
2025-04,Pre-Iran Escalation,Lufthansa,LH,Frankfurt,Dubai,4982,711.56,239,170062.84,98.1
2025-05,Pre-Iran Escalation,Lufthansa,LH,Frankfurt,Dubai,4982,712.59,264,188123.76,98.11
2025-06,Pre-Iran Escalation,Lufthansa,LH,Frankfurt,Dubai,4982,550.66,245,134911.7,97.68
2025-07,Pre-Iran Escalation,Lufthansa,LH,Frankfurt,Dubai,4982,651.48,237,154400.76,97.97
2025-08,Pre-Iran Escalation,Lufthansa,LH,Frankfurt,Dubai,4982,572.04,271,155022.84,97.75
2025-09,Pre-Iran Escalation,Lufthansa,LH,Frankfurt,Dubai,4982,703.84,266,187221.44,98.09
2025-10,Pre-Iran Escalation,Lufthansa,LH,Frankfurt,Dubai,4982,647.51,237,153459.87,97.96
2025-11,Pre-Iran Escalation,Lufthansa,LH,Frankfurt,Dubai,4982,629.8,241,151781.8,97.91
2025-12,US-Iran War Conflict,Lufthansa,LH,Frankfurt,Dubai,4982,902.84,0,0,98.71
2026-01,US-Iran War Conflict,Lufthansa,LH,Frankfurt,Dubai,4982,915.99,263,240905.37,98.69
2026-02,US-Iran War Conflict,Lufthansa,LH,Frankfurt,Dubai,4982,1162.55,0,0,98.85
2026-03,US-Iran War Conflict,Lufthansa,LH,Frankfurt,Dubai,4982,1231.46,216,265995.36,98.94
2019-01,Pre-Pandemic Baseline,British Airways,BA,London,Dubai,5500,439.05,264,115909.2,96.97
2019-02,Pre-Pandemic Baseline,British Airways,BA,London,Dubai,5500,489.18,232,113489.76,97.23
2019-03,Pre-Pandemic Baseline,British Airways,BA,London,Dubai,5500,454.98,233,106010.34,97.06
2019-04,Pre-Pandemic Baseline,British Airways,BA,London,Dubai,5500,430.49,257,110635.93,96.92
2019-05,Pre-Pandemic Baseline,British Airways,BA,London,Dubai,5500,427.95,259,110839.05,96.91
2019-06,Pre-Pandemic Baseline,British Airways,BA,London,Dubai,5500,429.95,245,105337.75,96.92
2019-07,Pre-Pandemic Baseline,British Airways,BA,London,Dubai,5500,415.2,251,104215.2,96.83
2019-08,Pre-Pandemic Baseline,British Airways,BA,London,Dubai,5500,477.83,273,130447.59,97.17
2019-09,Pre-Pandemic Baseline,British Airways,BA,London,Dubai,5500,447.44,218,97541.92,97.02
2019-10,Pre-Pandemic Baseline,British Airways,BA,London,Dubai,5500,455.67,214,97513.38,97.06
2019-11,Pre-Pandemic Baseline,British Airways,BA,London,Dubai,5500,407.3,259,105490.7,96.78
2019-12,Pre-Pandemic Baseline,British Airways,BA,London,Dubai,5500,449.32,255,114576.6,97.03
2020-01,Pre-Pandemic Baseline,British Airways,BA,London,Dubai,5500,444.6,223,99145.8,97
2020-02,Pre-Pandemic Baseline,British Airways,BA,London,Dubai,5500,402.9,249,100322.1,96.75
2020-03,COVID-19 Collapse,British Airways,BA,London,Dubai,5500,126.22,265,33448.3,91.26
2020-04,COVID-19 Collapse,British Airways,BA,London,Dubai,5500,122.75,264,32406,91.04
2020-05,COVID-19 Collapse,British Airways,BA,London,Dubai,5500,135.89,254,34516.06,91.79
2020-06,COVID-19 Collapse,British Airways,BA,London,Dubai,5500,308.28,219,67513.32,95.93
2020-07,COVID-19 Collapse,British Airways,BA,London,Dubai,5500,279.99,232,64957.68,95.58
2020-08,COVID-19 Collapse,British Airways,BA,London,Dubai,5500,270.21,240,64850.4,95.45
2020-09,COVID-19 Collapse,British Airways,BA,London,Dubai,5500,313.2,269,84250.8,95.98
2020-10,COVID-19 Collapse,British Airways,BA,London,Dubai,5500,250.5,250,62625,95.14
2020-11,COVID-19 Collapse,British Airways,BA,London,Dubai,5500,261.55,264,69049.2,95.32
2020-12,COVID-19 Collapse,British Airways,BA,London,Dubai,5500,274.57,279,76605.03,95.51
2021-01,COVID-19 Collapse,British Airways,BA,London,Dubai,5500,518.24,256,132669.44,97.35
2021-02,COVID-19 Collapse,British Airways,BA,London,Dubai,5500,629.67,227,142935.09,97.74
2021-03,COVID-19 Collapse,British Airways,BA,London,Dubai,5500,502.32,220,110510.4,97.29
2021-04,COVID-19 Collapse,British Airways,BA,London,Dubai,5500,555.85,210,116728.5,97.5
2021-05,COVID-19 Collapse,British Airways,BA,London,Dubai,5500,585.57,223,130582.11,97.6
2021-06,Recovery & Surge,British Airways,BA,London,Dubai,5500,472.11,230,108585.3,97.15
2021-07,Recovery & Surge,British Airways,BA,London,Dubai,5500,548.49,230,126152.7,97.47
2021-08,Recovery & Surge,British Airways,BA,London,Dubai,5500,500.74,260,130192.4,97.28
2021-09,Recovery & Surge,British Airways,BA,London,Dubai,5500,463.38,221,102406.98,97.1
2021-10,Recovery & Surge,British Airways,BA,London,Dubai,5500,656.61,242,158899.62,97.81
